rental_id,rental_date,return_date,customer_lastname,store_id,rental_store_city,film_title,film_rental_duration,film_rental_rate,film_replacement_cost,film_rating
9338,2005-07-30 18:03:13,2005-08-08 23:57:13,PURDY,1,Lethbridge,FLINTSTONES HAPPINESS,3,4.99,11.99,PG-13
9339,2005-07-30 18:03:28,2005-08-08 19:45:28,PETERSON,2,Woodridge,PRIDE ALAMO,6,0.99,20.99,NC-17
9340,2005-07-30 18:07:16,2005-08-04 14:33:16,WILLIAMSON,1,Lethbridge,RACER EGG,7,2.99,19.99,NC-17
9341,2005-07-30 18:07:58,2005-08-01 17:43:58,GAFFNEY,2,Woodridge,CUPBOARD SINNERS,4,2.99,29.99,R
9342,2005-07-30 18:09:56,2005-08-08 13:54:56,WALDROP,1,Lethbridge,KRAMER CHOCOLATE,3,2.99,24.99,R
9343,2005-07-30 18:13:13,2005-08-02 13:48:13,MORRIS,2,Woodridge,SCORPION APOLLO,3,4.99,23.99,NC-17
9344,2005-07-30 18:13:45,2005-08-07 15:23:45,SHANKS,1,Lethbridge,DESTINATION JERK,3,0.99,19.99,PG-13
9345,2005-07-30 18:13:51,2005-08-07 13:45:51,QUIGLEY,1,Lethbridge,HUSTLER PARTY,3,4.99,22.99,NC-17
9346,2005-07-30 18:13:52,2005-08-03 17:58:52,AUSTIN,1,Lethbridge,NIGHTMARE CHILL,3,4.99,25.99,PG
9347,2005-07-30 18:16:03,2005-08-05 18:35:03,HITE,2,Woodridge,SECRETARY ROUGE,5,4.99,10.99,PG
9348,2005-07-30 18:17:09,2005-08-07 15:25:09,PATTERSON,2,Woodridge,POCUS PULP,6,0.99,15.99,NC-17
9349,2005-07-30 18:20:08,2005-08-08 22:06:08,LARUE,1,Lethbridge,SOMETHING DUCK,4,4.99,17.99,NC-17
9350,2005-07-30 18:24:30,2005-08-02 15:34:30,TOMLIN,1,Lethbridge,CONFIDENTIAL INTERVIEW,6,4.99,13.99,NC-17
9351,2005-07-30 18:28:30,2005-08-02 17:26:30,WOODS,2,Woodridge,ICE CROSSING,5,2.99,28.99,R
9352,2005-07-30 18:29:26,2005-07-31 19:43:26,MADRIGAL,2,Woodridge,MIDNIGHT WESTWARD,3,0.99,19.99,G
9353,2005-07-30 18:30:37,2005-08-06 22:32:37,SUTTON,1,Lethbridge,SHANE DARKNESS,5,2.99,22.99,PG
9354,2005-07-30 18:32:51,2005-08-02 21:28:51,GUNDERSON,2,Woodridge,CALIFORNIA BIRDS,4,4.99,19.99,NC-17
9355,2005-07-30 18:35:25,2005-08-03 20:33:25,FIELDS,1,Lethbridge,DRACULA CRYSTAL,7,0.99,26.99,G
9356,2005-07-30 18:36:24,2005-08-03 14:10:24,BAILEY,2,Woodridge,TRIP NEWTON,7,4.99,14.99,PG-13
9357,2005-07-30 18:37:00,2005-08-08 19:57:00,BRADLEY,2,Woodridge,STREETCAR INTENTIONS,5,4.99,11.99,R
9358,2005-07-30 18:37:24,2005-08-07 23:34:24,SILVERMAN,2,Woodridge,CLEOPATRA DEVIL,6,0.99,26.99,PG-13
9359,2005-07-30 18:39:28,2005-07-31 15:39:28,GEARY,2,Woodridge,AFFAIR PREJUDICE,5,2.99,26.99,G
9360,2005-07-30 18:39:43,2005-08-04 22:41:43,FOX,2,Woodridge,INFORMER DOUBLE,4,4.99,23.99,NC-17
9361,2005-07-30 18:43:49,2005-08-06 21:24:49,MAULDIN,1,Lethbridge,TRAINSPOTTING STRANGERS,7,4.99,10.99,PG-13
9362,2005-07-30 18:44:16,2005-08-01 20:14:16,LANCE,2,Woodridge,ROCK INSTINCT,4,0.99,28.99,G
9363,2005-07-30 18:44:23,2005-08-04 15:03:23,MAHAN,1,Lethbridge,CROSSROADS CASUALTIES,5,2.99,20.99,G
9364,2005-07-30 18:44:44,2005-08-08 23:55:44,PATTERSON,1,Lethbridge,BEVERLY OUTLAW,3,2.99,21.99,R
9365,2005-07-30 18:46:02,2005-08-03 20:15:02,REID,1,Lethbridge,FRIDA SLIPPER,6,2.99,11.99,R
9366,2005-07-30 18:48:57,2005-08-03 15:17:57,GAFFNEY,2,Woodridge,SWEETHEARTS SUSPECTS,3,0.99,13.99,G
9367,2005-07-30 18:49:58,2005-08-08 22:04:58,GAFFNEY,2,Woodridge,CONFESSIONS MAGUIRE,7,4.99,25.99,PG-13
9368,2005-07-30 18:50:53,2005-08-05 17:56:53,MORRELL,2,Woodridge,PATRIOT ROMAN,6,2.99,12.99,PG
9369,2005-07-30 18:52:19,2005-08-01 12:53:19,ADAMS,2,Woodridge,SEABISCUIT PUNK,6,2.99,28.99,NC-17
9370,2005-07-30 18:57:29,2005-08-01 21:35:29,OCAMPO,1,Lethbridge,WEST LION,4,4.99,29.99,G
9371,2005-07-30 18:58:00,2005-08-03 15:14:00,JONES,1,Lethbridge,PANIC CLUB,3,4.99,15.99,G
9372,2005-07-30 19:04:30,2005-08-09 00:18:30,GRESHAM,1,Lethbridge,THIN SAGEBRUSH,5,4.99,9.99,PG-13
9373,2005-07-30 19:05:36,2005-08-05 16:16:36,CUNNINGHAM,2,Woodridge,SASSY PACKER,6,0.99,29.99,G
9374,2005-07-30 19:10:03,2005-08-06 21:54:03,SILVERMAN,1,Lethbridge,AMERICAN CIRCUS,3,4.99,17.99,R
9375,2005-07-30 19:10:17,2005-08-02 23:00:17,GUILLEN,1,Lethbridge,PERSONAL LADYBUGS,3,0.99,19.99,PG-13
9376,2005-07-30 19:11:49,2005-08-04 18:14:49,LONG,1,Lethbridge,BROOKLYN DESERT,7,4.99,21.99,R
9377,2005-07-30 19:12:18,2005-08-05 19:38:18,HAWKS,1,Lethbridge,TRAINSPOTTING STRANGERS,7,4.99,10.99,PG-13
9378,2005-07-30 19:12:54,2005-08-05 18:16:54,PETERS,1,Lethbridge,JAWS HARRY,4,2.99,10.99,G
9379,2005-07-30 19:13:01,2005-08-07 19:18:01,MILNER,1,Lethbridge,STEERS ARMAGEDDON,6,4.99,16.99,PG
9380,2005-07-30 19:17:31,2005-08-01 20:46:31,MAY,1,Lethbridge,WASTELAND DIVINE,7,2.99,18.99,PG
9381,2005-07-30 19:23:04,2005-07-31 23:37:04,WAGGONER,1,Lethbridge,THEORY MERMAID,5,0.99,9.99,PG-13
9382,2005-07-30 19:23:44,2005-08-06 16:20:44,THOMPSON,2,Woodridge,INNOCENT USUAL,3,4.99,26.99,PG-13
9383,2005-07-30 19:24:50,2005-08-01 21:41:50,PINSON,2,Woodridge,NATIONAL STORY,4,2.99,19.99,NC-17
9384,2005-07-30 19:25:35,2005-08-08 21:50:35,ALVAREZ,2,Woodridge,KNOCK WARLOCK,4,2.99,21.99,PG-13
9385,2005-07-30 19:25:49,2005-08-08 17:08:49,CROMWELL,1,Lethbridge,SAGEBRUSH CLUELESS,4,2.99,28.99,G
9386,2005-07-30 19:26:21,2005-08-05 21:00:21,CARPENTER,2,Woodridge,DRACULA CRYSTAL,7,0.99,26.99,G
9387,2005-07-30 19:27:05,2005-08-07 21:19:05,BESS,2,Woodridge,CASUALTIES ENCINO,3,4.99,16.99,G
9388,2005-07-30 19:27:22,2005-08-08 15:31:22,QUALLS,2,Woodridge,INDIAN LOVE,4,0.99,26.99,NC-17
9389,2005-07-30 19:27:59,2005-08-04 18:25:59,KELLEY,1,Lethbridge,POCUS PULP,6,0.99,15.99,NC-17
9390,2005-07-30 19:42:07,2005-08-01 23:17:07,HAMILTON,1,Lethbridge,GUYS FALCON,4,4.99,20.99,R
9391,2005-07-30 19:48:41,2005-08-04 15:27:41,LOWE,2,Woodridge,CHILL LUCK,6,0.99,17.99,PG
9392,2005-07-30 19:50:13,2005-08-03 22:38:13,HERNANDEZ,2,Woodridge,NAME DETECTIVE,5,4.99,11.99,PG-13
9393,2005-07-30 20:04:48,2005-08-02 15:52:48,STONE,2,Woodridge,CORE SUIT,3,2.99,24.99,PG-13
9394,2005-07-30 20:06:24,2005-08-06 22:36:24,SCHMIDT,1,Lethbridge,ARACHNOPHOBIA ROLLERCOASTER,4,2.99,24.99,PG-13
9395,2005-07-30 20:07:06,2005-08-08 21:21:06,KOWALSKI,2,Woodridge,ENOUGH RAGING,7,2.99,16.99,NC-17
9396,2005-07-30 20:07:24,2005-08-03 21:20:24,BUTLER,1,Lethbridge,ELEMENT FREDDY,6,4.99,28.99,NC-17
9397,2005-07-30 20:07:29,2005-08-05 00:36:29,LEONE,1,Lethbridge,FRONTIER CABIN,6,4.99,14.99,PG-13
9398,2005-07-30 20:09:00,2005-08-01 23:35:00,CROMWELL,1,Lethbridge,DUFFEL APOCALYPSE,5,0.99,13.99,G
9399,2005-07-30 20:14:50,2005-08-03 17:30:50,GARDINER,1,Lethbridge,SLACKER LIAISONS,7,4.99,29.99,R
9400,2005-07-30 20:15:58,2005-08-03 21:21:58,ARCE,1,Lethbridge,STRANGER STRANGERS,3,4.99,12.99,G
9401,2005-07-30 20:18:19,2005-08-07 15:46:19,ROBERT,1,Lethbridge,ICE CROSSING,5,2.99,28.99,R
9402,2005-07-30 20:18:27,2005-08-07 21:29:27,EVANS,1,Lethbridge,LONELY ELEPHANT,3,2.99,12.99,G
9403,2005-07-30 20:18:53,2005-08-06 19:54:53,WADE,1,Lethbridge,SAMURAI LION,5,2.99,21.99,G
9404,2005-07-30 20:21:35,2005-08-02 15:52:35,RAMOS,2,Woodridge,STALLION SUNDANCE,5,0.99,23.99,PG-13
9405,2005-07-30 20:22:17,2005-08-08 16:55:17,POWER,2,Woodridge,HOPE TOOTSIE,4,2.99,22.99,NC-17
9406,2005-07-30 20:24:00,2005-08-07 19:50:00,MARTEL,1,Lethbridge,RULES HUMAN,6,4.99,19.99,R
9407,2005-07-30 20:25:24,2005-08-08 22:51:24,SWAFFORD,1,Lethbridge,MERMAID INSECTS,5,4.99,20.99,NC-17
9408,2005-07-30 20:32:09,2005-08-04 20:14:09,CHISHOLM,2,Woodridge,WAR NOTTING,7,4.99,26.99,G
9409,2005-07-30 20:33:53,2005-08-05 18:32:53,FERGUSON,2,Woodridge,PELICAN COMFORTS,4,4.99,17.99,PG
9410,2005-07-30 20:38:05,2005-07-31 19:57:05,RODRIGUEZ,2,Woodridge,GUNFIGHT MOON,5,0.99,16.99,NC-17
9411,2005-07-30 20:38:22,2005-08-06 01:23:22,CHURCHILL,1,Lethbridge,SATURDAY LAMBS,3,4.99,28.99,G
9412,2005-07-30 20:44:10,2005-08-06 21:13:10,HAVENS,2,Woodridge,MADISON TRAP,4,2.99,11.99,R
9413,2005-07-30 20:44:39,2005-08-01 01:56:39,CHAMBERS,2,Woodridge,MIDNIGHT WESTWARD,3,0.99,19.99,G
9414,2005-07-30 20:46:02,2005-08-07 21:23:02,VU,2,Woodridge,CASUALTIES ENCINO,3,4.99,16.99,G
9415,2005-07-30 20:48:31,2005-08-05 19:45:31,DIXON,2,Woodridge,RIVER OUTLAW,4,0.99,29.99,PG-13
9416,2005-07-30 20:52:45,2005-08-02 17:38:45,TERRY,1,Lethbridge,FLATLINERS KILLER,5,2.99,29.99,G
9417,2005-07-30 20:54:55,2005-08-04 00:54:55,DELUCA,2,Woodridge,MAIDEN HOME,3,4.99,9.99,PG
9418,2005-07-30 21:00:52,2005-08-08 15:56:52,BERRY,2,Woodridge,BANGER PINOCCHIO,5,0.99,15.99,R
9419,2005-07-30 21:04:59,2005-08-06 15:47:59,BURNS,1,Lethbridge,WEREWOLF LOLA,6,4.99,19.99,G
9420,2005-07-30 21:05:18,2005-08-05 23:52:18,WATSON,1,Lethbridge,APACHE DIVINE,5,4.99,16.99,NC-17
9421,2005-07-30 21:08:32,2005-08-02 00:43:32,PERKINS,2,Woodridge,JAWBREAKER BROOKLYN,5,0.99,15.99,PG
9422,2005-07-30 21:08:41,2005-08-07 15:55:41,ALLARD,1,Lethbridge,HARPER DYING,3,0.99,15.99,G
9423,2005-07-30 21:10:14,2005-08-07 16:34:14,FRAZIER,2,Woodridge,POND SEATTLE,7,2.99,25.99,PG-13
9424,2005-07-30 21:10:56,2005-08-05 00:01:56,HOLLAND,2,Woodridge,WOMEN DORADO,4,0.99,23.99,R
9425,2005-07-30 21:11:21,2005-08-05 19:00:21,BATES,1,Lethbridge,BEAST HUNCHBACK,3,4.99,22.99,R
9427,2005-07-30 21:16:33,2005-08-05 17:23:33,POWELL,1,Lethbridge,FOOL MOCKINGBIRD,3,4.99,24.99,PG
9428,2005-07-30 21:18:37,2005-08-05 16:09:37,MAULDIN,1,Lethbridge,HOLOCAUST HIGHBALL,6,0.99,12.99,R
9429,2005-07-30 21:19:26,2005-08-07 18:39:26,CRAIG,2,Woodridge,GROOVE FICTION,6,0.99,13.99,NC-17
9430,2005-07-30 21:20:13,2005-08-04 21:45:13,GOOCH,2,Woodridge,FREDDY STORM,6,4.99,21.99,NC-17
9431,2005-07-30 21:24:22,2005-08-03 01:22:22,NELSON,2,Woodridge,ROCKETEER MOTHER,3,0.99,27.99,PG-13
9432,2005-07-30 21:26:18,2005-08-05 00:23:18,CROMWELL,2,Woodridge,MADNESS ATTACKS,4,0.99,14.99,PG-13
9433,2005-07-30 21:28:17,2005-08-08 18:20:17,TUCKER,1,Lethbridge,DONNIE ALLEY,4,0.99,20.99,NC-17
9434,2005-07-30 21:29:41,2005-08-01 16:30:41,JACKSON,2,Woodridge,SPIRIT FLINTSTONES,7,0.99,23.99,R
9435,2005-07-30 21:31:02,2005-08-05 22:34:02,BAUGHMAN,2,Woodridge,PIZZA JUMANJI,4,2.99,11.99,NC-17
9436,2005-07-30 21:33:01,2005-08-06 17:38:01,SOTO,1,Lethbridge,LADY STAGE,4,4.99,14.99,PG
9437,2005-07-30 21:36:04,2005-08-08 01:26:04,ROUSH,1,Lethbridge,EFFECT GLADIATOR,6,0.99,14.99,PG
9438,2005-07-30 21:36:15,2005-08-07 16:54:15,WHITE,1,Lethbridge,ANALYZE HOOSIERS,6,2.99,19.99,R
9439,2005-07-30 21:38:12,2005-08-06 00:03:12,HITE,2,Woodridge,BEHAVIOR RUNAWAY,3,4.99,20.99,PG
9440,2005-07-30 21:40:15,2005-08-04 15:45:15,ELROD,1,Lethbridge,BOUND CHEAPER,5,0.99,17.99,PG
9441,2005-07-30 21:43:28,2005-08-08 16:57:28,DELUCA,1,Lethbridge,SUPERFLY TRIP,5,0.99,27.99,PG
9442,2005-07-30 21:44:31,2005-08-04 01:29:31,SANDERS,2,Woodridge,ALABAMA DEVIL,3,2.99,21.99,PG-13
9443,2005-07-30 21:45:46,2005-08-05 21:22:46,WILLIAMS,1,Lethbridge,GOLDFINGER SENSIBILITY,3,0.99,29.99,G
9444,2005-07-30 21:48:44,2005-08-08 22:36:44,JENSEN,2,Woodridge,DRAGONFLY STRANGERS,6,4.99,19.99,NC-17
9445,2005-07-30 21:50:42,2005-08-05 18:34:42,CHRISTENSON,1,Lethbridge,FLINTSTONES HAPPINESS,3,4.99,11.99,PG-13
9446,2005-07-30 21:53:01,2005-08-06 19:00:01,PAINE,2,Woodridge,HEARTBREAKERS BRIGHT,3,4.99,9.99,G
9447,2005-07-30 21:54:22,2005-08-09 01:07:22,COLEMAN,2,Woodridge,DISTURBING SCARFACE,6,2.99,27.99,R
9448,2005-07-30 21:56:13,2005-08-04 18:03:13,HORTON,2,Woodridge,EARRING INSTINCT,3,0.99,22.99,R
9449,2005-07-30 22:02:34,2005-08-06 02:09:34,WOFFORD,1,Lethbridge,ACADEMY DINOSAUR,6,0.99,20.99,PG
9450,2005-07-30 22:04:04,2005-08-05 18:39:04,HOULE,2,Woodridge,FAMILY SWEET,4,0.99,24.99,R
9451,2005-07-30 22:10:17,2005-08-07 02:53:17,TEEL,1,Lethbridge,CIDER DESIRE,7,2.99,9.99,PG
9452,2005-07-30 22:19:16,2005-08-04 19:26:16,HUNTER,2,Woodridge,PRIMARY GLASS,7,0.99,16.99,G
9453,2005-07-30 22:20:04,2005-08-08 02:27:04,MORRISON,2,Woodridge,HORN WORKING,4,2.99,23.99,PG
9454,2005-07-30 22:20:09,2005-08-04 01:33:09,HENDERSON,1,Lethbridge,PATTON INTERVIEW,4,2.99,22.99,PG
9455,2005-07-30 22:20:29,2005-08-08 20:08:29,ALVAREZ,1,Lethbridge,MINE TITANS,3,4.99,12.99,PG-13
9456,2005-07-30 22:22:16,2005-08-05 18:56:16,JUNG,2,Woodridge,IDAHO LOVE,3,2.99,25.99,PG-13
9457,2005-07-30 22:23:05,2005-07-31 23:07:05,POINDEXTER,2,Woodridge,INVASION CYCLONE,5,2.99,12.99,PG
9458,2005-07-30 22:24:34,2005-08-04 21:26:34,GRAF,1,Lethbridge,PITTSBURGH HUNCHBACK,4,4.99,17.99,PG-13
9459,2005-07-30 22:24:46,2005-08-02 00:44:46,MEADOR,1,Lethbridge,DRAGONFLY STRANGERS,6,4.99,19.99,NC-17
9460,2005-07-30 22:25:39,2005-08-08 20:56:39,GREY,2,Woodridge,WILLOW TRACY,6,2.99,22.99,R
9461,2005-07-30 22:29:13,2005-08-05 20:55:13,FORTNER,2,Woodridge,GOLDFINGER SENSIBILITY,3,0.99,29.99,G
9462,2005-07-30 22:30:44,2005-08-09 03:54:44,LAWRENCE,2,Woodridge,TIMBERLAND SKY,3,0.99,13.99,G
9463,2005-07-30 22:30:57,2005-08-03 22:53:57,CROUSE,2,Woodridge,CROW GREASE,6,0.99,22.99,PG
9464,2005-07-30 22:31:31,2005-08-07 01:10:31,JUNG,1,Lethbridge,STRANGELOVE DESIRE,4,0.99,27.99,NC-17
9465,2005-07-30 22:39:53,2005-08-06 16:43:53,JOHNSON,1,Lethbridge,PICKUP DRIVING,3,2.99,23.99,G
9466,2005-07-30 22:44:36,2005-08-07 02:35:36,KENNEDY,2,Woodridge,MERMAID INSECTS,5,4.99,20.99,NC-17
9467,2005-07-30 22:45:34,2005-08-08 00:58:34,GUTIERREZ,1,Lethbridge,HIGH ENCINO,3,2.99,23.99,R
9468,2005-07-30 22:53:52,2005-08-07 00:22:52,ROBINSON,1,Lethbridge,WAGON JAWS,7,2.99,17.99,PG
9469,2005-07-30 22:56:34,2005-08-07 03:16:34,MURPHY,2,Woodridge,DAWN POND,4,4.99,27.99,PG
9470,2005-07-30 23:01:31,2005-08-07 01:35:31,MENA,2,Woodridge,STRANGELOVE DESIRE,4,0.99,27.99,NC-17
9471,2005-07-30 23:02:36,2005-08-04 17:49:36,SPURLOCK,2,Woodridge,LIES TREATMENT,7,4.99,28.99,NC-17
9472,2005-07-30 23:03:32,2005-08-01 18:02:32,SCROGGINS,2,Woodridge,TRAP GUYS,3,4.99,11.99,G
9473,2005-07-30 23:04:13,2005-08-04 21:48:13,HARPER,2,Woodridge,GRAFFITI LOVE,3,0.99,29.99,PG
9474,2005-07-30 23:05:44,2005-08-05 23:46:44,VASQUEZ,1,Lethbridge,SPEAKEASY DATE,6,2.99,22.99,PG-13
9475,2005-07-30 23:06:33,2005-08-04 23:23:33,MCADAMS,2,Woodridge,ITALIAN AFRICAN,3,4.99,24.99,G
9476,2005-07-30 23:06:40,2005-08-04 22:52:40,PETERS,2,Woodridge,SHEPHERD MIDSUMMER,7,0.99,14.99,R
9477,2005-07-30 23:07:22,2005-08-04 20:54:22,WILLIAMSON,1,Lethbridge,HOLES BRANNIGAN,7,4.99,27.99,PG
9478,2005-07-30 23:12:53,2005-08-04 02:41:53,SUTTON,2,Woodridge,DREAM PICKUP,6,2.99,18.99,PG
9479,2005-07-30 23:22:09,2005-07-31 22:26:09,GRIGSBY,2,Woodridge,SALUTE APOLLO,4,2.99,29.99,R
9480,2005-07-30 23:26:03,2005-08-04 21:18:03,LEONE,2,Woodridge,CELEBRITY HORN,7,0.99,24.99,PG-13
9481,2005-07-30 23:26:05,2005-08-04 17:46:05,DEVORE,1,Lethbridge,CHAMBER ITALIAN,7,4.99,14.99,NC-17
9482,2005-07-30 23:29:16,2005-08-02 20:37:16,QUINTANILLA,1,Lethbridge,LOLITA WORLD,4,2.99,25.99,NC-17
9483,2005-07-30 23:31:31,2005-08-09 04:29:31,MCALISTER,1,Lethbridge,DREAM PICKUP,6,2.99,18.99,PG
9484,2005-07-30 23:31:40,2005-08-02 18:25:40,HALL,1,Lethbridge,ROOTS REMEMBER,4,0.99,23.99,PG-13
9485,2005-07-30 23:32:40,2005-08-08 17:44:40,GILMAN,1,Lethbridge,SNATCH SLIPPER,6,4.99,15.99,PG
9486,2005-07-30 23:35:42,2005-08-09 02:08:42,WAY,1,Lethbridge,MUSKETEERS WAIT,7,4.99,17.99,PG
9487,2005-07-30 23:40:22,2005-08-01 22:29:22,RUNYON,1,Lethbridge,INVASION CYCLONE,5,2.99,12.99,PG
9488,2005-07-30 23:42:42,2005-08-08 22:15:42,HERZOG,2,Woodridge,TUXEDO MILE,3,2.99,24.99,R
9489,2005-07-30 23:43:32,2005-07-31 20:45:32,THOMPSON,2,Woodridge,SWEETHEARTS SUSPECTS,3,0.99,13.99,G
9490,2005-07-30 23:45:09,2005-08-07 18:50:09,POINDEXTER,2,Woodridge,ENTRAPMENT SATISFACTION,5,0.99,19.99,R
9491,2005-07-30 23:45:23,2005-08-01 00:33:23,HART,1,Lethbridge,SHOW LORD,3,4.99,24.99,PG-13
9492,2005-07-30 23:52:21,2005-08-08 20:50:21,SIMPSON,1,Lethbridge,CHASING FIGHT,7,4.99,21.99,PG
9493,2005-07-30 23:52:30,2005-08-08 05:22:30,BROWN,1,Lethbridge,FREAKY POCUS,7,2.99,16.99,R
9494,2005-07-30 23:52:46,2005-08-05 23:13:46,SILVA,1,Lethbridge,SPLASH GUMP,5,0.99,16.99,PG
9495,2005-07-30 23:54:26,2005-08-01 22:02:26,SCHRADER,1,Lethbridge,INSECTS STONE,3,0.99,14.99,NC-17
9496,2005-07-30 23:55:20,2005-08-02 02:47:20,WEBB,1,Lethbridge,BROOKLYN DESERT,7,4.99,21.99,R
9497,2005-07-30 23:56:54,2005-08-04 19:52:54,GUNDERSON,2,Woodridge,DANCING FEVER,6,0.99,25.99,G
9498,2005-07-30 23:56:55,2005-08-03 18:34:55,RODRIQUEZ,2,Woodridge,DINOSAUR SECRETARY,7,2.99,27.99,R
9499,2005-07-30 23:58:30,2005-08-01 00:55:30,BLAKELY,1,Lethbridge,CENTER DINOSAUR,5,4.99,12.99,PG
9500,2005-07-30 23:58:36,2005-08-07 21:08:36,LARSON,2,Woodridge,NATIONAL STORY,4,2.99,19.99,NC-17
9501,2005-07-30 23:59:21,2005-08-05 19:50:21,SANDERS,2,Woodridge,WASH HEAVENLY,7,4.99,22.99,R
9502,2005-07-31 00:02:10,2005-08-01 19:47:10,SAUER,2,Woodridge,MONTEREY LABYRINTH,6,0.99,13.99,G
9503,2005-07-31 00:02:38,2005-08-06 06:01:38,TROUT,1,Lethbridge,DETAILS PACKER,4,4.99,17.99,R
9504,2005-07-31 00:09:07,2005-08-02 05:44:07,WEBB,2,Woodridge,ALTER VICTORY,6,0.99,27.99,PG-13
9505,2005-07-31 00:11:19,2005-08-05 18:24:19,PEMBERTON,2,Woodridge,TELEMARK HEARTBREAKERS,6,2.99,9.99,PG-13
9506,2005-07-31 00:19:01,2005-08-02 00:20:01,CARPENTER,2,Woodridge,STING PERSONAL,3,4.99,9.99,NC-17
9507,2005-07-31 00:22:29,2005-08-07 05:59:29,CLARY,1,Lethbridge,BOOGIE AMELIE,6,4.99,11.99,R
9508,2005-07-31 00:22:39,2005-08-04 05:40:39,CURLEY,2,Woodridge,EAGLES PANKY,4,4.99,14.99,NC-17
9509,2005-07-31 00:22:42,2005-08-03 23:24:42,SCHWAB,1,Lethbridge,CONNECTION MICROCOSMOS,6,0.99,25.99,G
9510,2005-07-31 00:24:17,2005-08-08 18:47:17,CHOATE,2,Woodridge,KISS GLORY,5,4.99,11.99,PG-13
9511,2005-07-31 00:25:05,2005-08-09 02:46:05,CHRISTENSON,1,Lethbridge,DAWN POND,4,4.99,27.99,PG
9512,2005-07-31 00:26:30,2005-08-04 23:43:30,RAY,1,Lethbridge,SPINAL ROCKY,7,2.99,12.99,PG-13
9513,2005-07-31 00:28:30,2005-08-01 00:22:30,BAUGH,2,Woodridge,BORN SPINAL,7,4.99,17.99,PG
9514,2005-07-31 00:29:44,2005-08-02 23:49:44,BURKE,2,Woodridge,HEAVYWEIGHTS BEAST,6,4.99,25.99,G
9515,2005-07-31 00:35:05,2005-08-02 23:35:05,MAY,1,Lethbridge,PIRATES ROXANNE,4,0.99,20.99,PG
9516,2005-07-31 00:40:58,2005-08-07 02:13:58,SPURLOCK,1,Lethbridge,SCORPION APOLLO,3,4.99,23.99,NC-17
9517,2005-07-31 00:41:23,2005-08-02 23:08:23,ARNOLD,2,Woodridge,RESERVOIR ADAPTATION,7,2.99,29.99,PG-13
9518,2005-07-31 00:43:26,2005-08-04 19:12:26,BANKS,2,Woodridge,MOON BUNCH,7,0.99,20.99,PG
9519,2005-07-31 00:45:57,2005-08-06 00:59:57,LYNCH,2,Woodridge,SPARTACUS CHEAPER,4,4.99,19.99,NC-17
9520,2005-07-31 00:50:54,2005-08-04 20:05:54,GANNON,2,Woodridge,ESCAPE METROPOLIS,7,2.99,20.99,R
9521,2005-07-31 00:52:24,2005-08-06 03:33:24,BURTON,2,Woodridge,FICTION CHRISTMAS,4,0.99,14.99,PG
9522,2005-07-31 00:55:11,2005-08-03 06:41:11,WATTS,1,Lethbridge,UPTOWN YOUNG,5,2.99,16.99,PG
9523,2005-07-31 00:56:09,2005-08-05 05:44:09,FULTZ,1,Lethbridge,CUPBOARD SINNERS,4,2.99,29.99,R
9524,2005-07-31 01:01:06,2005-08-04 04:06:06,ELROD,1,Lethbridge,GUYS FALCON,4,4.99,20.99,R
9525,2005-07-31 01:02:18,2005-08-06 21:31:18,MENDOZA,2,Woodridge,PANTHER REDS,5,4.99,22.99,NC-17
9526,2005-07-31 01:02:22,2005-08-04 03:00:22,MARTINO,2,Woodridge,BOUND CHEAPER,5,0.99,17.99,PG
9527,2005-07-31 01:02:24,2005-08-09 02:08:24,LAWSON,1,Lethbridge,MANCHURIAN CURTAIN,5,2.99,27.99,PG
9528,2005-07-31 01:05:04,2005-08-07 01:16:04,LARSON,2,Woodridge,ATLANTIS CAUSE,6,2.99,15.99,G
9529,2005-07-31 01:05:26,2005-08-02 22:30:26,FREEMAN,2,Woodridge,CONNECTICUT TRAMP,4,4.99,20.99,R
9530,2005-07-31 01:09:06,2005-08-04 23:47:06,HUNT,2,Woodridge,GRAFFITI LOVE,3,0.99,29.99,PG
9531,2005-07-31 01:11:53,2005-08-07 02:49:53,SOTO,1,Lethbridge,WRONG BEHAVIOR,6,2.99,10.99,PG-13
9532,2005-07-31 01:16:51,2005-08-01 20:23:51,MILLARD,2,Woodridge,ESCAPE METROPOLIS,7,2.99,20.99,R
9533,2005-07-31 01:18:10,2005-08-07 19:58:10,HAVENS,2,Woodridge,TRADING PINOCCHIO,6,4.99,22.99,PG
9534,2005-07-31 01:18:27,2005-08-06 00:28:27,DELUCA,2,Woodridge,WIFE TURN,3,4.99,27.99,NC-17
9535,2005-07-31 01:18:53,2005-08-04 03:04:53,TOBIAS,2,Woodridge,LOCK REAR,7,2.99,10.99,R
9536,2005-07-31 01:19:02,2005-08-02 19:38:02,CABRAL,1,Lethbridge,MARRIED GO,7,2.99,22.99,G
9537,2005-07-31 01:23:00,2005-08-01 01:16:00,MILLARD,1,Lethbridge,CAPER MOTIONS,6,0.99,22.99,G
9538,2005-07-31 01:25:22,2005-08-06 00:10:22,PETERSON,1,Lethbridge,ROUGE SQUAD,3,0.99,10.99,NC-17
9539,2005-07-31 01:36:19,2005-08-04 23:47:19,QUIGLEY,2,Woodridge,SPIRIT FLINTSTONES,7,0.99,23.99,R
9540,2005-07-31 01:40:06,2005-08-01 01:09:06,SCHWARZ,1,Lethbridge,JASON TRAP,5,2.99,9.99,NC-17
